target,text
4,@JavaJoeMyspace it's called a compliment!  now take it!  lol!  
0,I think its MD water got me breaking out 
4,Watching &quot;In my Prius&quot; by @casualmafia http://bit.ly/22k6Cb Nancy Botwin is not the only gangsta who drives one 
0,@Moriba_TheKing another britney 
4,@stevieness well yes...but i didnt consider the possibility of a freakin' FIRE breaking out! haha. its okay tho. so thats good. 
0,Is on vacation.... Got up on water skis today !!! Didn't stay up for long though 
0,The bear died.   http://bit.ly/YVYcN They don't say what he died from. Over tranquilization? Injury from falling out of the tree?
0,"@Sweetnote where are you live? I was there then you left by the time i got my headphones, etc "
4,@shelby_says don't make me get brutal on your ass 
0,Tonight was tooooo crazzzyyyy 
0,@myucan91 get well soon! you got sick right after school ended??  sad..
4,"@joemqi hi! thanks much for helping me with the one-shot thingy, "
4,"It's been a while, working at SMT Studios, done with college till the fall. Catch up with me. "
0,@CLAIREonAIR NTN YET !!! lol ..I curse inadvance..lol lol..Suppa come by U..I know u all having FUn &amp; Jokes ..without me 
0,OMG YAY MELBOURNE.  But no Wicked 
0,ugh... six flags is not as fun as it used to be. 
0,I heard the backdoor open. The aliens have arrived. 
4,"@RunJen Happy Beerthday... yep. you read that right. BEER! (or, at least Cosmos)  Have a good one!"
0,I can't speak English! Hhuhuhu!!! Every body don't understand Vietnamese. Can they understand my update??? No. I don't think so! 
4,@amzmaria yeah i do!  I'm dl-it from here. http://eztv.it/ it's MEGA slow though. Maybe with your internet it'll be better. 
4,"is going to bed, work in the morning boo but then gets to see my B "
0,@UbikYeah Ouch!  
4,well im still trying to see wot all the fuss is about on twitter... bit borin!!!!! face book is where its really at 
0,couldn't sleep last night and now it's time for work 
0,@socalgurl83 UGH!!! That sucks!!!! I hate when tall people get in front of me. 
4,Enough w the Eminem/Bruno shit-has it gotten so bad that u need to have a hairy ass in ur face in order to promote ur record? I guess so! 
0,isn't quite sure if she wants to break up with him or not 
0,Bens car broke down in the middle of nowhere. Ahhhhh! 
4,@Mrzendy: yup i get that alot... But its ok i still luv ya 
4,@Lightfooted downhill isn't always as easy as it sounds... but for 10km I'd take it 
4,@cadburysgirl Thanks a lot  keep on tweeting... I think we're certified tweet addicts... lol
0,rainy afternoon! .. so confused! .. tsk ..  http://plurk.com/p/y232c
4,@erikasmitty oh but i'll be updating w. twitpics just like @bellesea so it will be just like you're there! 
0,i hate that i cant sleep past 9 on weekends even when i'm up till 4 or 5am. i must be getting old 
0,@gaanagaa hey dude haadha salhiey i miss my oliver  when i see cats like this  the yellow eyes and the black cute fur-ball......
0,@JenBrockwell Yeah I'm glad they're doing good after Mike died yesterday  looks like they're happy and enjoy their time in the WW
0,@PRoachCrackHead yeah i'm sicky  lmao i feel like shit x
4,finally moved and settled in the new apartment.. Thx for all your help frnds.. 
4,@kristarella I just introduced the ability for users to actually replace the default header.php and footer.php completely. Great stuff. 
0,"@ro0yaaaa study hard...its torture, but its gotta be done "
0,@mmitchelldaviss they shoulda sent you a message that its down today for 24 hrs. on my birthday  crap
4,@kNugroho ya udah...have fun trus tolong coba tulis artikelnya ya dikit2 
4,In love. Note to self: do NOT forget the perfect friday 
0,Ewy my parents are kicking my butt at scrabble 
0,says bebe is still up. i can't play WoTLK.  http://plurk.com/p/11wfl8
0,"@divinacucina yes! it is my last day today. tomorrow, i head to cefalu! so sad about abruzzo, my heart goes out to those people "
4,@teazyfbaby:nevermind i found a pic that fit 
4,@amour_kiana: hahah I was about to say! Loll that IS true! I like that video  haha.
4,Buying a bday present for grandma 
0,@nataliemccallum asif u have guestlist  u met them
0,@lloydi tried and failed - transpires grout is the one surface duct tape will not maintain adhesion to 
4,"@Mikesleigh niice !!!  I was watching that just But now I'm watching coronation street with me mother haha , going boxing inabit though "
4,just pulled out loose pug baby tooth.  it was my foster pug &quot;freddies&quot; tooth.  tooth fairy coming tonight.  
0,"who knew there were so many fissures, fossas, tuberosities and more on all your freaking bones!!! I'm learning them all in 4 days "
4,Goodnight fellow tweeters 
4,_Guy_: love the fact that youwatched both Star Trek and Terminator.  
0,I wanted t0 go to back to the Zoo today! 
0,@amruth92 oh haaha. @ 1st I thought u said she hate's me... i was like WHAT DID I DO?!? 
0,ended up going to school  not happy althoo it was a good day i'd rather sleep
4,@steph_p_rez Not unreasonable. I promise you'll be okay though. 
4,"@lowster would be nice to see that one too, but at least the other one is right side up. Hope you had a great time. You musta done! "
4,@ddlovato good luck with the show! 
4,An easter egg without the calories  http://www.etsy.com/view_listing.php?listing_id=23359320
0,crappers !! Linda i wanna see the video but i cant cuz im on mobile  i miss you and maddlebuts!!
4,@Zoe_Salmon Lets hope so 
0,"@ememmyem Not yet  I'm waiting for the results of this first round, but I'm guessing I have at least three more to go. Yuck "
4,knocked up is sooo godamn funny. never gets old  &quot;you're tupac. you're biggie.&quot; lol
4,My friends are coming over soon to watch the soccer game agains Denmark with me  Go Sweden!
4,"@ColtSeaversPS cheers bud, just playing with some photoshop effects to take my mind off wetting myself with excitment tomorrow "
4,Urging my #twittercrew to join me on Facebook until I get all your details off Twitter! (just incase)  http://bit.ly/yPSGz
0,NoJo Alumni...had fun 2 day with my sister &lt;3...work from 5 till aftedr 9 
0,"waaaait, so when did @mrchicity33 let you give him your phone number so he can personally call you?! i am VERY late to that party... "
0,my dogs the cutest in the world but she must insist on raiding the bin    naughty girl
0,why am i losing subscribers!?! 
4,"@riotradio i do! cepetan lulus! klo g DO! emang masih mau ngurusin skripsi? bukannya nambah duit, malah buang duit. is that entertaining? "
0,just broke his tv before  jimmy stewart: a wonderful life  was over 
4,"Goodmorning tweet buddys, and facebook, amigos! Imma make eats my eggs, and drink my tea, and then of to the studio! yeay!! "
0,"DW hit a Bluebird: school bus   Friday morning, he was on his way to work and was following a school bus...h.. http://tinyurl.com/dzpbag"
4,@petewentz bah your amazing  gbu&lt;3
4,"I can't wait until tomorrow...breakfast,car riding, massages, good food and booooze wit good company "
4,Beautiful day out there today. Winds 5-10mph...blue skies... time to skydive. 
0,"Still at rdu! Woo, I have been here since 445 this morning  and my flight isn't till 342"
0,Boy am I exhausted! Discharged 6 people admitted 1. Why do women allow abuse? I can only help those who want help           TGIF!
4,he's online 
4,@k8dt I'm good thanks. Just waiting for youngest to be seen by hospital outpatients very long queue. Still chasing my recording friend 
0,another sleepless night ugh dont know what is wrong with me bud my body is not listening 2 my brain (tears) i jus want to go 2 bed!!! 
4,@ShashiTharoor Loads of good luck... being sent ur way Sir. 
4,"is offline, see you next week plurkers  http://plurk.com/p/z21p7"
0,@RealHatter it doesn't.  Thanks so much for thinking of me!
4,I'm now convinced profits this month give me a new revenue record for me 
4,@To_The_Moon Ah....yes I sympathise....I have a similar allergy that comes and goes  x
0,is feeling pretty bad now  why does this always happen..
0,Who wants me in America? I just need to get the hell out of Russia. I can't even breathe here anymore. I can't. Damn. 
4,I am liking friends for sale 
0,Ugh gotta migraine. Took my meds going to bed 
0,@xoHerbieox @JaneHungOz @onebreath @ChoeBe @junkiecat @lara_alicia Pfft. Just saw the tweet bout the hugs and tucks. SOOO WRONG!!! Geez. 
4,watching gilmore girls 
0,"@CKova I'm still a novice at this whole iPhone thing, so no "
4,Happy Pentecost Day to all of you! May the Power and the Presence of the Holy Spirit bless you richly today and every day in Jesus' Name! 
0,@ summercymru i wish u could 
4,.@ConnecticutMan1 @cdashiell @schillingfan @nedrunning @phive0phor Thank you all for the #FF kindness. 
4,@momnoir tx doc!  he's 18 mo. so his head is like a rock! he's a climber and fell off a box in our living room (moving so we're packing.)
0,"someone took all my strawberries, fk they were really yummy too "
0,@MrJoatmon  I just wanna know if I'll be all alonely or not for the KPCS and after-talk.. *sob*
0,I do not like this version 
0,why have I been so unusually cranky lately? 
0,it's a tough week... 
4,"@logainne I realized that one it was on live. You can't tell from the clip though, sounds similar to Lloyd Young. I prefer Spector though "
4,@LiDchen tomoz will be a great day hopefully eh?  yesterday was a gorgeous day wasnt it?  tehee. yep &lt;3
0,"by midway, but misses chicago &amp; @katiesalpas already "
0,"buying the final book of The Mortal Instruments trilogy tonight! City of Glass. so sad, It's almost over "
4,Shower shower... then Union Street Fair or Macy's make-over... haven't decided.  
0,@Stu_D0gg Yeahhhh if they scaryyy  I ascared nowwww
4,Great to see @andygreenhill on twitter  . Head of Wealth Dynamics Institute and one of the nicest creators I know
4,"@gaseousbrain lunching in an inn sounds perfect, glad you managed to enjoy your day "
0,Don't wanna come home!  No computer jobs at the beach!  Sucks.  
0,1 year today  love ya grandpa Tom xxxxxxxx
0,@shaundiviney where's Sonny?? damm i miss that kid 
0,Probably should spell @avinashkaushik wrong the day he blogs about us   http://bit.ly/1alrGy
4,do the ice cream freeze! 
4,@Winsorandnewt  Have an inspired day! 
0,@kelliecobra ! omigosh! i miss all the old cn shows 
0,Another day at the office! Heard the script were amazing in croker!! Wish i seen them  Danny is sooooo HOT!
0,"taking fishoil capsules is gross, the aftermath is even more disgusting "
0,I just sold Sonja.  A moment of silence for the M249.  
4,@doginyerpocket thank you... thank you to you. I will bring you insects everyday. 
0,I hope david bain doesnt get u 
4,"Wow, what a run!!! Drinking a Smoothie King "
0,starvinggg   but i'm on diet. This is torturing! no wonder many people died because of poverty
4,I like how gloomy and not 107 degrees it is right now. 
0,Work can be intimidating 
0,itching eyes FINALLY subsiding from allergies....better put on sum make up fore i scare someone 
4,In puchong now 
0,im trying very hard to instal songs on to my TG mobile! wish me luck for my exam in 6hours haha 2am nw exam=8am NOT GOOD 
0,@MsMelissaMathew  R.I.P. for the Iranian Election Whistle Blower 
4,http://bit.ly/f5Fwq       i&lt;3this
4,@SmartTorso thanks for the tweet! I see @JadenKale filled you in on what my agenda is with this twitter account 
4,is enjoying a lazy Sunday doing laundry and organizing my house 
4,sleep now and school in the morning... txt me 
4,@FitzStephen hope you do well today Stephen-I'd vote for you if I could! 
0,SO. HOT. OUTSIDE. IM STICKY 
4,June gloom is early!!!!  http://yfrog.com/1ayymj
0,@Vixelle awe  well I guess I'll just have to get her a new toy or something hehe...
4,@enviofriend definitely a positive!  light &amp; love on the way .. true realisation of who we are 
4,"@mrsimps4 Yep, we're bloody angry all of the time. AND we all have pet kangaroos. "
4,I'm in love with Rent....can't wait for Thursday!! 
4,@alexandramusic Beyonce does the birdie song http://bit.ly/5ANNN i thought you might enjoy this 
0,"@ianmasterson it is vwry summery today, shame I've a headache for the 4th morning in a row "
4,@DeeBrownMan Brownhoney would like that very much DeeBrownMan 
0,"@Karstan Yo! --Missed you @ the party, I was off my game w/o you there, it's hard to be inappropriate all alone. "
